STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA YERKESIK ORMAN ISLETME
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 4808
STATION COORDINATES     : 37.13920N-28.28725E
STATION ALTITUDE (m)    : 661
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101129
RECORD TIME             : 20/07/2017 22:30:58.000000 (GMT)
NUMBER OF DATA          : 15270
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 27.024869 (E-W) 16.344964 (U-D) 9.975898
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.004418      0.004678     0.005717
   -0.012474     -0.007536    -0.001299
    0.011954      0.008836     0.006757
   -0.027547     -0.004678     0.007536
    0.011435     -0.002079     0.000780
   -0.015073     -0.000520    -0.001299
    0.013254     -0.005717    -0.014033
    0.009615      0.008836    -0.003638
   -0.001040     -0.003898    -0.008836
    0.012734      0.005717     0.003638
   -0.028586     -0.010915     0.001040
    0.009356     -0.005977     0.001299
   -0.016112     -0.000260     0.004158
    0.017672      0.005198    -0.010915
    0.001559      0.014813     0.003378
   -0.005457     -0.005198     0.003638
    0.006497      0.003119     0.002079
   -0.021050     -0.007277    -0.006497
    0.017412     -0.000780     0.005457
   -0.016892     -0.000780     0.001819
    0.015593      0.000000    -0.007017
   -0.004418      0.004678     0.003638
   -0.001299     -0.002599    -0.009615
    0.004158      0.003638     0.001299
   -0.016892     -0.007017     0.000000
    0.015333      0.007536     0.004158
   -0.022869     -0.003119    -0.004938
    0.015073     -0.001559    -0.002079
   -0.005977      0.002339     0.010915
    0.007536     -0.002599    -0.008056
    0.003898      0.007536     0.007796
   -0.013773     -0.004418    -0.001819
    0.010395      0.005977    -0.004158
   -0.024688     -0.004418     0.000000
    0.014553     -0.001040    -0.003378
   -0.011694     -0.004938     0.000520
    0.013773     -0.005717    -0.003119
