STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA BODRUM METEOROLOJI MUDURLUGU
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 4809
STATION COORDINATES     : 37.03304N-27.43997E
STATION ALTITUDE (m)    : 25
RECORDER TYPE           : Guralp cmg5td
RECORDER SERIAL NO      : T5J71/A1167
RECORD TIME             : 20/07/2017 22:31:07.000000 (GMT)
NUMBER OF DATA          : 4094
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 158.762353 (E-W) 102.007881 (U-D) 88.038613
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.002974     -0.017875     0.002722
    0.004141      0.007500     0.009576
    0.004063     -0.026465     0.010133
    0.002031      0.005548    -0.000110
    0.003857     -0.016325     0.013568
    0.008494     -0.003012    -0.003433
   -0.008825      0.007965     0.015448
    0.011225     -0.034778     0.001226
    0.003247      0.019951     0.006458
    0.007318     -0.033439     0.008563
   -0.003589      0.012055    -0.000941
    0.000105     -0.017675     0.013005
    0.011054     -0.010159    -0.005175
   -0.003545      0.007506     0.016253
    0.013615     -0.031340    -0.003016
   -0.010119      0.020711     0.012448
    0.018283     -0.038666     0.005825
   -0.008592      0.021456    -0.002278
    0.014070     -0.028437     0.013834
    0.000460     -0.008906    -0.000618
   -0.001775      0.013791     0.013156
    0.018159     -0.038949     0.003159
   -0.017172      0.031997     0.007961
    0.017089     -0.044781     0.007816
   -0.009169      0.018188     0.001701
    0.011932     -0.009983     0.016777
    0.007488     -0.018167    -0.004000
   -0.006243      0.011460     0.015638
    0.015412     -0.035242    -0.002146
   -0.007490      0.021791     0.010179
    0.015850     -0.036379     0.005735
   -0.006616      0.015725     0.000311
    0.009750     -0.021377     0.018856
    0.002578     -0.007720    -0.005882
    0.001016      0.005704     0.015346
    0.005968     -0.025241     0.001350
   -0.000406      0.015326     0.003153
    0.008626     -0.031772     0.012806
   -0.005686      0.010757    -0.001513
    0.010074     -0.009514     0.016455
    0.005438     -0.011032     0.001588
   -0.001889      0.013177     0.007815
    0.009145     -0.037607     0.007880
   -0.005944      0.026332    -0.000536
    0.008310     -0.034473     0.018402
    0.005783      0.003139    -0.005223
    0.000744     -0.003412     0.017203
    0.010963     -0.024373    -0.004804
   -0.008601      0.019421     0.017640
    0.013755     -0.036216    -0.004327
   -0.004997      0.022373     0.012494
    0.009120     -0.030307     0.004987
    0.008098      0.010186     0.004594
   -0.000238     -0.010275     0.012524
    0.007312     -0.014722    -0.000548
   -0.004292      0.008871     0.008959
    0.013574     -0.024033     0.005128
   -0.003510      0.006816     0.007304
    0.008320     -0.017092     0.008627
    0.002785     -0.003475     0.006327
    0.001541      0.003508     0.005777
    0.009680     -0.028288     0.012443
   -0.002585      0.022470    -0.000742
   -0.001576     -0.019841    -0.006303
    0.004520      0.005397    -0.020585
   -0.004018     -0.022369     0.031676
   -0.000682      0.010177    -0.038012
   -0.009171     -0.005925     0.073389
    0.003205     -0.016691    -0.062819
   -0.013876      0.038554    -0.039109
   -0.012172     -0.029665    -0.071040
   -0.047044      0.063891    -0.127493
   -0.098646      0.100555    -0.468942
   -0.151998      0.067975    -0.265819
   -0.244506      0.062459    -0.379880
   -0.271073      0.236632    -0.500367
   -0.235148     -0.132704     0.330226
   -0.182338      0.206842    -0.519578
   -0.167171      0.208028    -0.493581
   -0.118942     -0.199125    -0.336917
   -0.192728      0.196203     0.087590
    0.098048     -0.267057     0.999511
    0.405106     -0.255610     1.175233
    0.527828     -0.119547     0.942304
    0.573081     -0.217219     0.040305
    0.388624     -0.218124     0.304221
    0.111956     -0.067190     0.382761
    0.033258      0.121019     0.485032
    0.128096     -0.503621     2.119315
    0.197707     -0.123967     0.892458
    0.074392      0.341087    -0.592361
   -0.285787     -0.335147    -0.179471
   -0.332456      0.558380    -1.634859
   -0.005507      0.169449    -0.520814
    0.332612     -0.480315     0.889391
    0.135551      0.827801     0.606986
