STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA BOZBURUN ILKOGRETIM OKULU
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 4815
STATION COORDINATES     : 36.68860N-28.04600E
STATION ALTITUDE (m)    : 10
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101909
RECORD TIME             : 20/07/2017 22:30:59.000000 (GMT)
NUMBER OF DATA          : 15194
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 33.606514 (E-W) 35.893172 (U-D) 24.437534
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.026767     -0.005717     0.009615
    0.008836      0.010135     0.016632
   -0.025728      0.016372     0.003119
   -0.025468      0.025988     0.015073
   -0.014553      0.020790     0.018451
   -0.009356      0.015852    -0.003378
   -0.000260     -0.003119    -0.009875
    0.002079     -0.005717    -0.008316
    0.013773     -0.008316    -0.014813
    0.019491     -0.053275    -0.019751
    0.004678     -0.040801    -0.009875
   -0.006497      0.021830     0.011175
   -0.009096      0.040801     0.013514
   -0.002599      0.024428    -0.001040
    0.006497      0.002859     0.004158
    0.021570      0.011175     0.005198
    0.022609      0.018451    -0.007796
   -0.008316     -0.011954    -0.007796
   -0.040541     -0.019231    -0.001299
   -0.051456     -0.010655     0.008836
   -0.026507     -0.010135     0.008056
    0.021830     -0.008576     0.009096
    0.059512     -0.022609     0.010135
    0.047298     -0.009875     0.000520
   -0.001559      0.016892     0.003898
   -0.027807      0.023129     0.002079
   -0.022609      0.025468    -0.004418
   -0.010135      0.009615    -0.003898
   -0.010655     -0.016112    -0.004938
   -0.000260     -0.031185    -0.005198
    0.025988     -0.004678    -0.007536
    0.032225      0.032485    -0.006497
    0.014813      0.012734    -0.008836
   -0.019231     -0.015593    -0.011694
   -0.039501      0.002339     0.007536
   -0.029366      0.024948     0.014553
   -0.006757      0.010395     0.001299
    0.026248     -0.018191     0.003119
    0.054314     -0.025208     0.004938
    0.042880     -0.020790    -0.002859
    0.000000     -0.022349    -0.008316
   -0.040541     -0.004418     0.001040
   -0.044699      0.016112     0.009096
   -0.021310      0.028067     0.010655
    0.005977      0.024948     0.000780
    0.036123     -0.019491    -0.009356
    0.020011     -0.015852     0.006237
   -0.010655      0.031965     0.005977
   -0.000520      0.015593    -0.005198
    0.007017     -0.022869    -0.012994
    0.004678     -0.017152     0.000260
    0.003119      0.005457     0.004158
   -0.006497      0.022349    -0.011435
   -0.009875      0.021830     0.019231
    0.000260      0.000780     0.016112
    0.001559     -0.014553    -0.017672
   -0.009356     -0.013254    -0.006757
   -0.015333      0.007536     0.003378
   -0.010655      0.022090    -0.004678
   -0.005717     -0.000260    -0.004678
    0.007017     -0.023389     0.000260
    0.025728     -0.020270     0.004678
    0.021050     -0.020790     0.003638
    0.005457     -0.028586    -0.005717
   -0.013254     -0.016892     0.001040
   -0.019491      0.021310     0.012214
   -0.007796      0.048077     0.005717
    0.005198      0.015593    -0.000520
    0.018971     -0.012994     0.000520
    0.010915     -0.003898    -0.004678
   -0.009356     -0.008056    -0.009096
   -0.018451      0.001040    -0.002339
   -0.013254      0.026248     0.005977
    0.004678      0.031445     0.003898
    0.001819      0.012214    -0.008836
   -0.010395     -0.009615    -0.006497
    0.006497     -0.001299     0.008576
    0.035603     -0.000520     0.007796
    0.033004     -0.021570    -0.003378
   -0.002079     -0.014553    -0.007536
   -0.026507     -0.003638    -0.003119
   -0.027807     -0.017152    -0.003378
   -0.010655     -0.013254    -0.002339
    0.015852      0.009615     0.012994
    0.016112      0.029886     0.015593
   -0.005198      0.003898    -0.006237
   -0.010655     -0.042100    -0.013514
   -0.002339     -0.014553    -0.001819
    0.014553      0.027027    -0.000780
    0.025468      0.022869    -0.008316
    0.009356      0.010395    -0.006757
   -0.010655      0.007017     0.002599
   -0.018971     -0.006237     0.005198
   -0.014033     -0.027027     0.002339
    0.001040     -0.012734     0.012474
    0.009356      0.024428     0.016372
   -0.001559      0.029886    -0.007536
   -0.024948     -0.006237    -0.012734
   -0.021570     -0.013514    -0.001819
    0.005977      0.015073    -0.002079
    0.018451      0.007796    -0.003378
    0.024428     -0.014033    -0.002079
    0.020270      0.010915     0.022090
    0.012734      0.015333     0.014553
    0.006497     -0.045998    -0.017672
   -0.036123     -0.043140    -0.013514
   -0.049117      0.041320     0.012214
   -0.004158      0.058472     0.005977
    0.020530     -0.012734    -0.021830
    0.028846     -0.039761     0.011954
    0.028586      0.007536     0.011435
    0.001559      0.011954    -0.015852
   -0.035863     -0.030925    -0.000780
   -0.055094     -0.028327    -0.002859
   -0.016372      0.018451    -0.002339
    0.033784      0.037682    -0.003119
    0.040541      0.023129     0.013773
    0.032225      0.034824     0.024428
    0.001040      0.023909    -0.000520
   -0.019751     -0.028846    -0.010395
   -0.016112     -0.033264    -0.009615
   -0.015593     -0.013773    -0.002859
    0.000000     -0.008056    -0.005457
   -0.002339     -0.013773    -0.015333
   -0.013773     -0.009615     0.002859
    0.003119      0.023129     0.022090
    0.011435      0.021310     0.011175
    0.008056     -0.009875     0.003378
    0.017672     -0.012474     0.008576
    0.019231      0.007017    -0.000780
   -0.005717      0.004938    -0.011694
   -0.024169     -0.013514    -0.007796
   -0.011175      0.004938     0.005717
    0.018191      0.029106     0.007017
    0.028327      0.003898    -0.003638
    0.011175     -0.022609     0.006497
   -0.002079     -0.000780     0.006757
   -0.016372      0.001040    -0.018711
   -0.029626     -0.026507    -0.019231
   -0.023129     -0.008316     0.002859
   -0.008576      0.017672     0.002859
    0.002079      0.011175    -0.005717
   -0.000260      0.001559     0.006757
    0.005977      0.020270     0.016372
    0.018711      0.041061     0.008056
    0.014813      0.015073     0.002079
    0.008316     -0.017412     0.007796
    0.005457     -0.030665    -0.001299
    0.000260     -0.036383    -0.020790
   -0.010915     -0.026507    -0.010915
   -0.014293      0.013514     0.011435
   -0.012994      0.052755     0.014553
   -0.011954      0.019491     0.008576
    0.001819     -0.023389     0.005977
    0.005457     -0.011435    -0.002599
    0.002859     -0.001299    -0.011694
    0.003378      0.001819    -0.007017
    0.010655      0.002859     0.002339
    0.016892      0.003119     0.004678
   -0.004678     -0.017932    -0.011694
   -0.017672     -0.031965    -0.005457
   -0.003119      0.004938     0.010395
    0.005457      0.015593    -0.008316
   -0.011694      0.013514    -0.003119
   -0.017152      0.040281     0.014033
    0.016892      0.040281     0.007536
    0.029366     -0.029366    -0.016892
   -0.003119     -0.070946    -0.014813
   -0.018451     -0.015593     0.014553
   -0.008576      0.035863    -0.002079
    0.002079      0.029886     0.000000
    0.012474      0.003119     0.019491
    0.009875      0.013254     0.012994
    0.010135      0.013773     0.015333
    0.010135     -0.030406     0.001299
    0.005457     -0.032485    -0.007796
    0.004418      0.010135    -0.001299
   -0.016112      0.024688    -0.009615
   -0.032485     -0.002599    -0.010655
   -0.023389     -0.022090     0.003378
   -0.007536     -0.002599     0.003378
    0.008056      0.003378    -0.012474
    0.015073     -0.014813    -0.007796
    0.013254      0.007536     0.007017
    0.014553      0.030146     0.000780
    0.008056      0.006497    -0.000520
   -0.012734     -0.008316     0.006237
   -0.016892     -0.003378     0.006497
    0.010135      0.001299    -0.002339
    0.030406     -0.006237    -0.008576
    0.017152     -0.015333     0.006757
   -0.003378      0.010135     0.010915
   -0.016892      0.015852    -0.007017
   -0.025208     -0.017412    -0.006237
   -0.021050     -0.009615     0.005977
   -0.011175      0.019751     0.000780
    0.000520      0.014553    -0.001819
    0.018191     -0.000520     0.007796
    0.028586      0.004158     0.009875
